アイシテマース,アイシテマース,1,Tim Tam,Tom Fool,Menow,Pharamond,Phalaris,Selene,Alcibiades,Supremus,Regal Roman,Gaga,Bull Dog,Teddy,Plucky Liege,Alpoise,Equipoise,Laughing Queen,Two Lea,Bull Lea,Bull Dog,Teddy,Plucky Liege,Rose Leaves,Ballot,Colonial,Two Bob,The Porter,Sweep,Ballet Girl,Blessings,Chicle,Mission Bells,アマゾンウオリアー,Khaled,Hyperion,Gainsborough,Bayardo,Rosedrop,Selene,Chaucer,Serenissima,Eclair,Ethnarch,The Tetrarch,Karenza,Black Ray,Black Jester,Lady Brilliant,War Betsy,War Relic,Man o'War,Fair Play,Mahubah,Friar's Carse,Friar Rock,Problem,Betsy Ross,Mahmoud,Blenheim,Mah Mahal,Celerina,Teddy,Diavolezza
ノースフライト,ノースフライト,1,トニービン,カンパラ,カラムーン,ゼダーン,Grey Sovereign,Vareta,Khairunissa,Prince Bio,Palariva,State Pension,オンリーフォアライフ,Chanteur,Life Sentence,Lorelei,Prince Chevalier,Rock Goddess,Severn Bridge,Hornbeam,Hyperion,Gainsborough,Selene,Thicket,Nasrullah,Thorn Wood,Priddy Fair,Preciptic,Precipitation,Artistic,Campanette,Fair Trial,Calluna,シヤダイフライト,ヒッティングアウェー,Ambiorix,Tourbillon,Ksar,Durban,Lavendula,Pharos,Sweet Lavender,Striking,War Admiral,Man o'War,Brushup,Baby League,Bubbling Over,La Troienne,フオーワードフライト,Porterhouse,Endeavour,British Empire,Himalaya,Red Stamp,Bimelech,Peggy Porter,Bashful Girl,Khaled,Hyperion,Eclair,But Beautiful,Tehran,Joan
ノースリアルト,ノースリアルト,1,ティンバーカントリー,ウッドマン,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,プレイメイト,Buckpasser,Tom Fool,Busanda,Intriguing,Swaps,Glamour,Fall Aspen,Pretense,Endeavour,British Empire,Himalaya,Imitation,Hyperion,Flattery,Change Water,Swaps,Khaled,Iron Reward,Portage,War Admiral,Carillon,セントシルヴィア,Cadeaux Genereux,Young Generation,Balidar,Will Somers,Violet Bank,Brig O'Doon,Shantung,Tam o'Shanter,Smarten Up,シャーペンアップ,エタン,Rocchetta,L'Anguissola,Soderini,Posh,コミラス,Kaldoun,カロ,フォルティノ,Chambord,Katana,Le Haar,Embellie,Rive du Sud,ヌレイエフ,Northern Dancer,Special,Riviere Doree,セクレタリアト,Riverqueen
ノーブレスメドレー,ノーブレスメドレー,1,トニービン,カンパラ,カラムーン,ゼダーン,Grey Sovereign,Vareta,Khairunissa,Prince Bio,Palariva,State Pension,オンリーフォアライフ,Chanteur,Life Sentence,Lorelei,Prince Chevalier,Rock Goddess,Severn Bridge,Hornbeam,Hyperion,Gainsborough,Selene,Thicket,Nasrullah,Thorn Wood,Priddy Fair,Preciptic,Precipitation,Artistic,Campanette,Fair Trial,Calluna,カズミハルコマ,マルゼンスキー,ニジンスキー,Northern Dancer,Nearctic,Natalma,Flaming Page,Bull Page,Flaring Top,シル,Buckpasser,Tom Fool,Busanda,Quill,Princequillo,Quick Touch,センシユータカラ,ヴェンチア,Relic,War Relic,Bridal Colors,Rose o'Lynn,Pherozshah,Rocklyn,シヤダイウイング,ゲイタイム,Rockefella,Daring Miss,ブラツクターキン,ブラックウイング,フオルカー
ハイウェイロック,ハイウェイロック,1,ウイニングチケット,トニービン,カンパラ,カラムーン,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,パワフルレデイ,マルゼンスキー,ニジンスキー,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,ロツチテスコ,テスコボーイ,Princely Gift,Suncourt,スターロツチ,ハロウェー,コロナ,キヤニオンシロー,ロイヤルスキー,Raja Baba,Bold Ruler,Nasrullah,Miss Disco,Missy Baba,My Babu,Uvira,Coz o'Nijinsky,Involvement,Intent,Lea Lane,Gleam,Tournoi,Flaring Top,キヤニオンペガサス,ハードリドン,Hard Sauce,Ardan,Saucy Bella,Toute Belle,Admiral Drake,Chatelaine,ヒダカキヤニオン,ソロナウェー,Solferino,Anyway,アイスボート,Arctic Prince,Lighter
ハイウエスト,ハイウエスト,1,クロコルージュ,レインボウクエスト,ブラッシンググルーム,Red God,Nasrullah,Spring Run,Runaway Bride,Wild Risk,Aimee,I Will Follow,エルバジェ,Vandale,Flagette,Where You Lead,Raise a Native,Noblesse,Alligatrix,アレッジド,Hoist the Flag,トムロルフ,Wavy Navy,Princess Pout,Prince John,Determined Lady,Shore,Round Table,Princequillo,Knights Daughter,Delta,Nasrullah,Bourtai,オールウェイズグッドサンクス,ミスワキ,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Hopespringseternal,Buckpasser,Tom Fool,Busanda,Rose Bower,Princequillo,Lea Lane,Redeemer,Dixieland Band,Northern Dancer,Nearctic,Natalma,Mississippi Mud,Delta Judge,Sand Buggy,Printing Press,インリアリティ,Intentionally,My Dear Girl,Wealth of Nations,キートゥザミント,Admiring
ハイベロシティ,ハイベロシティ,1,メジロデュレン,フィディオン,Djakao,Tanerko,Tantieme,La Divine,Diagonale,Ribot,Barley Corn,Thessalie,Sicambre,Prince Bio,Sif,La Tournelle,Tourment,Vatellino,メジロオーロラ,リマンド,アルサイド,Alycidon,Chenille,Admonish,Palestine,Warning,メジロアイリス,ヒンドスタン,Bois Roussel,Sonibai,アサマユリ,ボストニアン,トモエ,グロウオギハート,スティールハート,ハビタット,Sir Gaylord,Turn-to,Somethingroyal,Little Hut,Occupy,Savage Beauty,A. 1,Abernant,Owen Tudor,Rustom Mahal,Asti Spumante,Dante,Blanco,レーシングコンソル,シンザン,ヒンドスタン,Bois Roussel,Sonibai,ハヤノボリ,ハヤタケ,第五バツカナムビユーチー,ニツソウコーター,ブランブルー,Klairon,Sans Tares,ダイアンケー,Lillolkid,Bonnie Luna
ハイラヴァヒット,ハイラヴァヒット,1,ジェイドロバリー,ミスタープロスペクター,Raise a Native,Native Dancer,Mahmoud,Geisha,Raise You,Case Ace,Lady Glory,Gold Digger,Nashua,Nasrullah,Segula,Sequence,Count Fleet,Miss Dogwood,Number,ニジンスキー,Northern Dancer,Nearctic,Natalma,Flaming Page,Bull Page,Flaring Top,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod,ウイルムーン,ミルジョージ,ミルリーフ,Never Bend,Nasrullah,Lalun,Milan Mill,Princequillo,Virginia Water,Miss Charisma,Ragusa,Ribot,Fantan,マタテイナ,Grey Sovereign,Zanzara,ダイアンベンチヤ,ヴェンチア,Relic,War Relic,Bridal Colors,Rose o'Lynn,Pherozshah,Rocklyn,マルイチジヨウオー,シンザン,ヒンドスタン,ハヤノボリ,ダイユウ,ライジングフレーム,ダイアンケー
ハッピーブライト,ハッピーブライト,1,クリスエス,Roberto,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Bramalea,Nashua,Nasrullah,Segula,Rarelea,Bull Lea,Bleebok,Sharp Queen,Princequillo,Prince Rose,Rose Prince,Indolence,Cosquilla,Papyrus,Quick Thought,Bridgework,Occupy,Bull Dog,Miss Bunting,Feale Bridge,Gold Bridge,Tolerate,Amizette,フォーティナイナー,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,File,トムロルフ,Ribot,Pocahontas,Continue,Double Jay,Courtesy,Courtly Dee,Never Bend,Nasrullah,Nearco,Mumtaz Begum,Lalun,Djeddah,Be Faithful,Tulle,War Admiral,Man o'War,Brushup,Judy-Rae,Beau Pere,Betty Derr
ハッピーライク,ハッピーライク,1,タイキブリザード,シアトルスルー,Bold Reasoning,Boldnesian,Bold Ruler,Alanesian,Reason to Earn,Hail to Reason,Sailing Home,My Charmer,Poker,Round Table,Glamour,Fair Charmer,Jet Action,Myrtle Charm,ツリーオブノレッジ,ササフラ,Sheshoon,Precipitation,Noorani,Ruta,ラティフィケイション,Dame d'Atour,Sensibility,Hail to Reason,Turn-to,Nothirdchance,Pange,キングスベンチ,York Gala,タイキビューティー,ドクターデヴィアス,アホヌーラ,ロレンザッチオ,Klairon,Phoenissa,Helen Nichols,Martial,Quaker Girl,Rose of Jericho,アレッジド,Hoist the Flag,Princess Pout,Rose Red,Northern Dancer,Cambrienne,サウンドビューティ,ビーマイゲスト,Northern Dancer,Nearctic,Natalma,What a Treat,Tudor Minstrel,Rare Treat,Hobe Sound,バステッド,Crepello,Sans le Sou,Tanella,ハビタット,Nanette
ハツコイケール,ハツコイケール,1,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Wishing Well,アンダースタンディング,Promised Land,Palestinian,Mahmoudess,Pretty Ways,Stymie,Pretty Jo,Mountain Flower,Montparnasse,Gulf Stream,Mignon,Edelweiss,Hillary,Dowager,ミルレーサー,Le Fabuleux,Wild Risk,Rialto,Rabelais,La Grelee,Wild Violet,Blandford,Wood Violet,Anguar,Verso,Pinceau,Variete,La Rochelle,Easton,Sans Tares,Marston's Mill,インリアリティ,Intentionally,Intent,My Recipe,My Dear Girl,Rough'n Tumble,Iltis,Millicent,Cornish Prince,Bold Ruler,Teleran,Milan Mill,Princequillo,Virginia Water
ハニートラップ,ハニートラップ,1,ニジンスキー,Northern Dancer,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Natalma,Native Dancer,Mahmoud,Geisha,Almahmoud,Mahmoud,Arbitrator,Flaming Page,Bull Page,Bull Lea,Bull Dog,Rose Leaves,Our Page,Blue Larkspur,Occult,Flaring Top,Menow,Pharamond,Alcibiades,Flaming Top,Omaha,Firetop,Aurabella,Aureole,Hyperion,Gainsborough,Bayardo,Rosedrop,Selene,Chaucer,Serenissima,Angelola,Donatello,Blenheim,Delleana,Feola,Friar Marcus,Aloe,Montebella,Lacaduv,Tornado,Tourbillon,Roseola,Loet,Pharos,Alta,Chloris,Chateau Bouscaut,Kircubbin,Ramondie,Rosalba,Prince Rose,Feronia
ハピネスシンキング,ハピネスシンキング,1,テンビー,カーリアン,ニジンスキー,Northern Dancer,Nearctic,Natalma,Flaming Page,Bull Page,Flaring Top,Foreseer,Round Table,Princequillo,Knights Daughter,Regal Gleam,Hail to Reason,Miz Carol,Shining Water,Kalaglow,カラムーン,ゼダーン,Khairunissa,Rossitor,Pall Mall,Sonia,Idle Waters,ミルリーフ,Never Bend,Milan Mill,Midsummertime,Midsummer Night,Lifetime,モガミヒメ,カコイーシーズ,アリダー,Raise a Native,Native Dancer,Raise You,Sweet Tooth,On-and-On,Plum Cake,Careless Notion,Jester,Tom Fool,Golden Apple,Miss Uppity,Nasrullah,Nursery School,モガミポイント,マルゼンスキー,ニジンスキー,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,ポイントメーカー,ボールドラッド,Bold Ruler,Misty Morn,クリヒデ,クリノハナ,ケンタツキー
ハリウッドドリーム,ハリウッドドリーム,1,バブルガムフェロー,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,バブルカンパニー,リファール,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Prodice,Prominer,Beau Sabreur,Snob Hill,Euridice,Tabriz,Euroclydon,オリンピアデュカキス,Isopach,Reviewer,Bold Ruler,Nasrullah,Miss Disco,Broadway,Hasty Road,Flitabout,Klepto,No Robbery,Swaps,Bimlette,Blue Blur,Beau Gar,Blue Grouse,Jaana,Cure the Blues,Stop the Music,Hail to Reason,Bebopper,Quick Cure,ドクターフェイガー,Speedwell,Stradavari,ストラダビンスキー,ニジンスキー,Seximee,Athry,Be Friendly,Tomorrow
ハルスコール,ハルスコール,1,プレジデントシチー,ダイコーター,ヒンドスタン,Bois Roussel,Vatout,Plucky Liege,Sonibai,Solario,Udaipur,ダイアンケー,Lillolkid,Jack High,Amaranth,Bonnie Luna,Bon Homme,Rockiluna,ニシノアイゲツ,マタドア,Golden Cloud,Gold Bridge,Rainstorm,Spanish Galantry,Mazarin,Courtship,ヤマトモアー,パーソロン,Milesian,Paleo,アイゲツ,ガルカドール,ヤマトチカラ,プライベートフォレスト,プライヴェートアカウント,Damascus,Sword Dancer,Sunglow,Highland Fling,Kerala,My Babu,Blade of Time,Numbered Account,Buckpasser,Tom Fool,Busanda,Intriguing,Swaps,Glamour,-,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,-,Francis S.,Royal Charger,Blue Eyed Momo,-,-,-
ハルーワスウィート,ハルーワスウィート,1,マキャベリアン,ミスタープロスペクター,Raise a Native,Native Dancer,Mahmoud,Geisha,Raise You,Case Ace,Lady Glory,Gold Digger,Nashua,Nasrullah,Segula,Sequence,Count Fleet,Miss Dogwood,Coup de Folie,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Raise the Standard,Hoist the Flag,トムロルフ,Wavy Navy,Natalma,Native Dancer,Almahmoud,ハルーワソング,ヌレイエフ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod,Morn of Song,ブラッシンググルーム,Red God,Nasrullah,Spring Run,Runaway Bride,Wild Risk,Aimee,Glorious Song,ヘイロー,Hail to Reason,Cosmah,Ballade,エルバジェ,Miss Swapsco
ハロウィンパーティ,ハロウィンパーティ,1,プレザントタップ,プレザントコロニー,ヒズマジェスティ,Ribot,Tenerani,Romanella,Flower Bowl,Alibhai,Flower Bed,Sun Colony,Sunrise Flight,Double Jay,Misty Morn,Colonia,Cockrullah,Nalga,Never Knock,Stage Door Johnny,Prince John,Princequillo,Not Afraid,Peroxide Blonde,Ballymoss,Folie Douce,Never Hula,Never Bend,Nasrullah,Lalun,Hula Hula,Mahmoud,Black Helen,Casa Petrone,petrone,Prince Taj,Prince Bio,Prince Rose,Biologie,Malindi,Nearco,Mumtaz Begum,Wild Miss,Wild Risk,Rialto,Wild Violet,Salome,Thor,Sailors Rose,Grand Tania,grand central,Hasty Road,Roman,Traffic Court,Aunt Jinny,Heliopolis,Gaga,Good Hart,Creme Dela Creme,Olympia,Judy Rullah,Secret Retreat,Clandestine,Retirement
ハートサマ,ハートサマ,1,アイランドホワール,Pago Pago,Matrice,Masthead,Blue Peter,Schiaparelli,La Patrice,St.Magnus,La Joconde,Pompilia,Abbots Fell,Felstead,Lady Abbess,Pagan Queen,Talking,Certes,Alitwirl,Your Alibhai,Alibhai,Hyperion,Teresina,Your Game,Beau Pere,Winkle,Amber Dancer,Native Dancer,Mahmoud,Geisha,Occasionally,Ambiorix,Seldom,ファーストオーダー,Law Society,アレッジド,Hoist the Flag,トムロルフ,Wavy Navy,Princess Pout,Prince John,Determined Lady,Bold Bikini,Boldnesian,Bold Ruler,Alanesian,Ran-Tan,Summer Tan,Mehrabi,Florie,ゲイメセン,ヴェイグリーノーブル,ヴィエナ,Noble Lassie,Gay Missile,Sir Gaylord,Missy Baba,Figure Libre,Northern Dancer,Nearctic,Natalma,Ivanjica,サーアイヴァー,Astuce
ハードトリック,ハードトリック,1,Crafty Prospector,ミスタープロスペクター,Raise a Native,Native Dancer,Mahmoud,Geisha,Raise You,Case Ace,Lady Glory,Gold Digger,Nashua,Nasrullah,Segula,Sequence,Count Fleet,Miss Dogwood,Real Crafty Lady,インリアリティ,Intentionally,Intent,My Recipe,My Dear Girl,Rough'n Tumble,Iltis,Princess Roycraft,Royal Note,Spy Song,Penroyal,Crafty Princess,Crafty Admiral,Adjournment,ミスセクレト,セクレト,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Betty's Secret,セクレタリアト,Bold Ruler,Somethingroyal,Betty Loraine,Prince John,Gay Hostess,My First Fling,Olden Times,Relic,War Relic,Bridal Colors,Djenne,Djebel,Teza,Hello Theo,Pronto,Timor,Prosperina,Theonia,Fleet Nasrullah,Thank You Ma'm
ハープスター,ハープスター,1,ディープインパクト,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア,アルザオ,リファール,Northern Dancer,Goofed,Lady Rebecca,サーアイヴァー,Pocahontas,Burghclere,バステッド,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,ヒストリックスター,ファルブラヴ,フェアリーキング,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Gift of the Night,Slewpy,シアトルスルー,Rare Bouquet,Little Nana,Lithiot,Nenana Road,ベガ,トニービン,カンパラ,カラムーン,State Pension,Severn Bridge,Hornbeam,Priddy Fair,アンテイツクヴアリユー,Northern Dancer,Nearctic,Natalma,Moonscape,Tom Fool,Brazen
ハーベストムーン,ハーベストムーン,1,メジロデュレン,フィディオン,Djakao,Tanerko,Tantieme,La Divine,Diagonale,Ribot,Barley Corn,Thessalie,Sicambre,Prince Bio,Sif,La Tournelle,Tourment,Vatellino,メジロオーロラ,リマンド,アルサイド,Alycidon,Chenille,Admonish,Palestine,Warning,メジロアイリス,ヒンドスタン,Bois Roussel,Sonibai,アサマユリ,ボストニアン,トモエ,エメラルドマサキ,ロックオブジブラルタル,デインヒル,ダンチヒ,Northern Dancer,Pas de Nom,Razyana,ヒズマジェスティ,Spring Adieu,Offshore Boom,ビーマイゲスト,Northern Dancer,What a Treat,Push a Button,Bold Lad,River Lady,アイルドフランス,ヌレイエフ,Northern Dancer,Nearctic,Natalma,Special,フォルリ,Thong,ステラマドリッド,アリダー,Raise a Native,Sweet Tooth,My Juliet,Gallant Romeo,My Bupers
バブルアップリズム,バブルアップリズム,1,シーキングザゴールド,ミスタープロスペクター,Raise a Native,Native Dancer,Mahmoud,Geisha,Raise You,Case Ace,Lady Glory,Gold Digger,Nashua,Nasrullah,Segula,Sequence,Count Fleet,Miss Dogwood,Con Game,Buckpasser,Tom Fool,Menow,Gaga,Busanda,War Admiral,Businesslike,Broadway,Hasty Road,Roman,Traffic Court,Flitabout,Challedon,Bird Flower,Our Country Place,プレザントコロニー,ヒズマジェスティ,Ribot,Tenerani,Romanella,Flower Bowl,Alibhai,Flower Bed,Sun Colony,Sunrise Flight,Double Jay,Misty Morn,Colonia,Cockrullah,Nalga,メイプルジンスキー,ニジンスキー,Northern Dancer,Nearctic,Natalma,Flaming Page,Bull Page,Flaring Top,Gold Beauty,ミスタープロスペクター,Raise a Native,Gold Digger,Stick to Beauty,Illustrious,Hail to Beauty
バンドラー,バンドラー,1,Raise a Native,Native Dancer,Mahmoud,Unbreakable,Sickle,Blue Glass,Black Polly,Polymelian,Black Queen,Geisha,Discovery,Display,Ariadne,Miyako,John P. Grier,La Chica,Raise You,Case Ace,Teddy,Ajax,Rondeau,Sweetheart,Ultimus,Humanity,Lady Glory,American Flag,Man o'War,Lady Comfey,Beloved,Whisk Broom,Bill and Coo,Royal Bund,Royal Coinage,Eight Thirty,Pilate,Friar Rock,Herodias,Dinner Time,High Time,Seaplane,Canina,Bull Dog,Teddy,Plucky Liege,Coronium,Pot au Feu,Bird Call,Nato,Court Martial,Fair Trial,Fairway,Lady Juror,Instantaneous,Hurry On,Picture,Safari Moon,Big Game,Bahram,Myrobella,Moonstone,Mahmoud,Rosetta
パシフィカス,パシフィカス,1,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,Scapa Flow,Nogara,Havresac,Catnip,Lady Angela,Hyperion,Gainsborough,Selene,Sister Sarah,Abbots Trace,Sarita,Natalma,Native Dancer,Mahmoud,Unbreakable,Black Polly,Geisha,Discovery,Miyako,Almahmoud,Mahmoud,Blenheim,Mah Mahal,Arbitrator,Peace Chance,Mother Goose,Pacific Princess,Damascus,Sword Dancer,Sunglow,Sun Again,Rosern,Highland Fling,By Jimminy,Swing Time,Kerala,My Babu,Djebel,Perfume,Blade of Time,Sickle,Bar Nothing,Fiji,Acropolis,Donatello,Blenheim,Delleana,Aurora,Hyperion,Rose Red,Rififi,Mossborough,Nearco,All Moonshine,Khanum,Turkhan,Fair Terms
パステルシェイプ,パステルシェイプ,1,アグネスタキオン,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,アグネスフローラ,ロイヤルスキー,Raja Baba,Bold Ruler,Missy Baba,Coz o'Nijinsky,Involvement,Gleam,アグネスレデイー,リマンド,アルサイド,Admonish,イコマエイカン,Sallymount,ヘザーランズ,エミスフェール,ホワイトマズル,ダンシングブレーヴ,リファール,Northern Dancer,Goofed,Navajo Princess,Drone,Olmec,Fair of the Furze,Ela-Mana-Mou,ピットカーン,Rose Bertin,Autocratic,Tyrant,Flight Table,グレイエミネンス,トニービン,カンパラ,カラムーン,State Pension,Severn Bridge,Hornbeam,Priddy Fair,グレイキル,Forceten,フォルリ,She's Beautiful,Desert Lass,Al Hattab,Twill
パティナ,パティナ,1,シンコウフォレスト,グリーンデザート,ダンチヒ,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,Foreign Courier,サーアイヴァー,Sir Gaylord,Attica,Courtly Dee,Never Bend,Tulle,Park Express,アホヌーラ,ロレンザッチオ,Klairon,Phoenissa,Helen Nichols,Martial,Quaker Girl,Matcher,Match,Tantieme,Relance,Lachine,Grey Sovereign,Loved One,Pompeii,ブロードブラッシュ,アクアク,Battle Joined,Armageddon,Ethel Walker,Fast Turn,Turn-to,Cherokee Rose,Hay Patcher,Hoist the Flag,トムロルフ,Wavy Navy,Turn to Talent,Turn-to,Hidden Talent,Flying Heat,プライヴェートアカウント,Damascus,Sword Dancer,Kerala,Numbered Account,Buckpasser,Intriguing,Turn Down the Heat,キートゥザミント,グロースターク,Key Bridge,Opec,Bagdad,Laurel Mae
パピヨンキュート,パピヨンキュート,1,カポーティ,シアトルスルー,Bold Reasoning,Boldnesian,Bold Ruler,Alanesian,Reason to Earn,Hail to Reason,Sailing Home,My Charmer,Poker,Round Table,Glamour,Fair Charmer,Jet Action,Myrtle Charm,Too Bald,Bald Eagle,Nasrullah,Nearco,Mumtaz Begum,Siama,Tiger,China Face,Hidden Talent,Dark Star,Royal Gem,Isolde,Dangerous Dame,Nasrullah,Lady Kells,Sakura Fabulous,Fabulous Dancer,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Last of the Line,The Axe,Mahmoud,Blackball,Bryonia,Honeyway,Belladonna,ローラローラ,Saint Cyrien,リュティエ,Klairon,Flute Enchantee,Sevres,リヴァーマン,Saratoga,Bold Lady,ボールドラッド,Bold Ruler,Misty Morn,Tredam,High Treason,Damasi
ヒシアマゾン,ヒシアマゾン,1,シアトリカル,ヌレイエフ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod,ツリーオブノレッジ,ササフラ,Sheshoon,Precipitation,Noorani,Ruta,ラティフィケイション,Dame d'Atour,Sensibility,Hail to Reason,Turn-to,Nothirdchance,Pange,キングスベンチ,York Gala,Katies,ノノアルコ,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Seximee,Hasty Road,Roman,Traffic Court,Jambo,Crafty Admiral,Bank Account,Mortefontaine,ポリック,Relic,War Relic,Bridal Colors,Polaire,Le Volcan,Stella Polaris,Brabantia,Honeyway,Fairway,Honey Buzzard,Porthaven,Portlaw,Peaceful Light
ヒストリックスター,ヒストリックスター,1,ファルブラヴ,フェアリーキング,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Fairy Bridge,Bold Reason,Hail to Reason,Lalun,Special,フォルリ,Thong,Gift of the Night,Slewpy,シアトルスルー,Bold Reasoning,My Charmer,Rare Bouquet,Prince John,Forest Song,Little Nana,Lithiot,Ribot,Lithia,Nenana Road,Kirkland Lake,Sena,ベガ,トニービン,カンパラ,カラムーン,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,アンテイツクヴアリユー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Moonscape,Tom Fool,Menow,Gaga,Brazen,Bold Ruler,Amoret
ビットクラッカー,ビットクラッカー,1,ハートレイク,ヌレイエフ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod,My Darling One,Exclusive Native,Raise a Native,Native Dancer,Raise You,Exclusive,Shut Out,Good Example,Princess Marshua,Prince John,Princequillo,Not Afraid,Marshua,Nashua,Emardee,ジャカード,サンシャインボーイ,テスコボーイ,Princely Gift,Nasrullah,Blue Gem,Suncourt,Hyperion,Inquisition,ソーダストリーム,Airborne,Precipitation,Bouquet,Pangani,Fair Trial,Clovelly,マリンエクスプレス,スパニッシュイクスプレス,Sovereign Path,Grey Sovereign,Mountain Path,Sage Femme,Le Sage,Sylvia's Grove,アンジエラス,シマタカ,プリメロ,第参マンナ,フジトモ,月友,神藤
ビバラビーダ,ビバラビーダ,1,Awesome Again,デピュティミニスター,Vice Regent,Northern Dancer,Nearctic,Natalma,Victoria Regina,Menetrier,Victoriana,Mint Copy,Bunty's Flight,Bunty Lawless,Broomflight,Shakney,Jabneh,Grass Shack,Primal Force,ブラッシンググルーム,Red God,Nasrullah,Spring Run,Runaway Bride,Wild Risk,Aimee,Prime Prospect,ミスタープロスペクター,Raise a Native,Gold Digger,Square Generation,Olden Times,Chavalon,Highland Legend,Storm Bird,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,South Ocean,New Providence,Bull Page,Fair Colleen,Shining Sun,Chop Chop,Solar Display,Santella,Coastal,マジェスティックプリンス,Raise a Native,Gay Hostess,Alluvial,Buckpasser,Bayou,Santa Quilla,Sanctus,Fine Top,Sanelta,Neriad,Princequillo,Sea-Change
ビビッドカラー,ビビッドカラー,1,コンサーン,ブロードブラッシュ,アクアク,Battle Joined,Armageddon,Ethel Walker,Fast Turn,Turn-to,Cherokee Rose,Hay Patcher,Hoist the Flag,トムロルフ,Wavy Navy,Turn to Talent,Turn-to,Hidden Talent,Fara's Team,Tunerup,The Pruner,エルバジェ,Punctilious,Our Girl,Rocky Royale,Nell-Girl,Specialization,Princely Native,Raise a Native,Charlo,Special Vintage,specialmante,Dark Duet,ワンモアラブウエイ,ダイナコスモス,ハンターコム,Derring-Do,Darius,Sipsey Bridge,Ergina,Fair Trial,Ballechin,シヤダイワーデン,ノーザンテースト,Northern Dancer,Lady Victoria,シヤダイプリマ,マリーノ,ナイトアンドデイ,ゼンギゴースト,インターメゾ,Hornbeam,Hyperion,Thicket,Plaza,Persian Gulf,Wild Success,ゴールドアイアン,ティエポロ,Blue Peter,Trevisana,ハタスカツプ,シマタカ,カピクア
